Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-jxg3,randomiser-4pcx,randomiser-rj4a,randomiser-lhwo,randomiser-2rg1,randomiser-x87o,Randomise questionnaire elements?,Question Key,Response
10,1719506877905,27/06/2024 16:47:57,1719506877450,1,27/06/2024 17:47:57,161157,9,questionnaire-i1ko,,38548193,BLIND,11326186,,complete,,667d978355b901573de647f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x732,,,,Consent from the previous project,2,752ms,,,,visual,,No,Consent3,1
11,1719506877905,27/06/2024 16:47:57,1719506877450,1,27/06/2024 17:47:57,161157,9,questionnaire-i1ko,,38548193,BLIND,11326186,,complete,,667d978355b901573de647f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x732,,,,Consent from the previous project,2,752ms,,,,visual,,No,Consent4,1
12,1719506877905,27/06/2024 16:47:57,1719506877451,1,27/06/2024 17:47:57,161157,9,questionnaire-i1ko,,38548193,BLIND,11326186,,complete,,667d978355b901573de647f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x732,,,,Consent from the previous project,2,752ms,,,,visual,,No,Consent5,1
13,1719506877905,27/06/2024 16:47:57,1719506877451,1,27/06/2024 17:47:57,161157,9,questionnaire-i1ko,,38548193,BLIND,11326186,,complete,,667d978355b901573de647f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x732,,,,Consent from the previous project,2,752ms,,,,visual,,No,Consent6,1
14,1719506877905,27/06/2024 16:47:57,1719506877451,1,27/06/2024 17:47:57,161157,9,questionnaire-i1ko,,38548193,BLIND,11326186,,complete,,667d978355b901573de647f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x732,,,,Consent from the previous project,2,752ms,,,,visual,,No,Consent7,1
15,1719506877905,27/06/2024 16:47:57,1719506877451,1,27/06/2024 17:47:57,161157,9,questionnaire-i1ko,,38548193,BLIND,11326186,,complete,,667d978355b901573de647f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x732,,,,Consent from the previous project,2,752ms,,,,visual,,No,END QUESTIONNAIRE,44400
1,1719506846708,27/06/2024 16:47:26,1719506843823,1,27/06/2024 17:47:23,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,BEGIN QUESTIONNAIRE,
2,1719506879589,27/06/2024 16:47:59,1719506876769,1,27/06/2024 17:47:56,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1423x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,birth.date-day,10
3,1719506879719,27/06/2024 16:47:59,1719506876771,1,27/06/2024 17:47:56,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1423x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,birth.date-month,1
4,1719506879719,27/06/2024 16:47:59,1719506876771,1,27/06/2024 17:47:56,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1423x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,birth.date-year,54
5,1719506879719,27/06/2024 16:47:59,1719506876771,1,27/06/2024 17:47:56,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1423x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,sex,Male
6,1719506879719,27/06/2024 16:47:59,1719506876771,1,27/06/2024 17:47:56,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1423x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,sex-quantised,1
7,1719506879719,27/06/2024 16:47:59,1719506876771,1,27/06/2024 17:47:56,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1423x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,sex-text,
8,1719506879719,27/06/2024 16:47:59,1719506876771,1,27/06/2024 17:47:56,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1423x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,Consent1,1
9,1719506879719,27/06/2024 16:47:59,1719506876771,1,27/06/2024 17:47:56,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1423x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,Consent2,1
10,1719506879719,27/06/2024 16:47:59,1719506876772,1,27/06/2024 17:47:56,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1423x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,Consent3,1
11,1719506879719,27/06/2024 16:47:59,1719506876772,1,27/06/2024 17:47:56,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1423x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,Consent4,1
12,1719506879719,27/06/2024 16:47:59,1719506876772,1,27/06/2024 17:47:56,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1423x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,Consent5,1
13,1719506879719,27/06/2024 16:47:59,1719506876772,1,27/06/2024 17:47:56,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1423x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,Consent6,1
14,1719506879719,27/06/2024 16:47:59,1719506876772,1,27/06/2024 17:47:56,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1423x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,Consent7,1
15,1719506879719,27/06/2024 16:47:59,1719506876772,1,27/06/2024 17:47:56,161157,9,questionnaire-i1ko,,38548206,BLIND,11326188,,complete,,667d978d103acb218575708e,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1423x731,,,,Consent from the previous project,2,752ms,,,,visual,,No,END QUESTIONNAIRE,32949
1,1719506856198,27/06/2024 16:47:36,1719506856862,1,27/06/2024 17:47:36,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1920x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,BEGIN QUESTIONNAIRE,
2,1719506874834,27/06/2024 16:47:54,1719506875534,1,27/06/2024 17:47:55,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1903x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-day,3
3,1719506874933,27/06/2024 16:47:54,1719506875536,1,27/06/2024 17:47:55,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1903x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-month,5
4,1719506874933,27/06/2024 16:47:54,1719506875536,1,27/06/2024 17:47:55,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1903x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-year,29
5,1719506874933,27/06/2024 16:47:54,1719506875536,1,27/06/2024 17:47:55,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1903x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex,Female
6,1719506874933,27/06/2024 16:47:54,1719506875536,1,27/06/2024 17:47:55,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1903x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-quantised,2
7,1719506874933,27/06/2024 16:47:54,1719506875536,1,27/06/2024 17:47:55,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1903x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-text,
8,1719506874933,27/06/2024 16:47:54,1719506875537,1,27/06/2024 17:47:55,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1903x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent1,1
9,1719506874933,27/06/2024 16:47:54,1719506875537,1,27/06/2024 17:47:55,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1903x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent2,1
10,1719506874933,27/06/2024 16:47:54,1719506875537,1,27/06/2024 17:47:55,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1903x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent3,1
11,1719506874933,27/06/2024 16:47:54,1719506875537,1,27/06/2024 17:47:55,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1903x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent4,1
12,1719506874933,27/06/2024 16:47:54,1719506875538,1,27/06/2024 17:47:55,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1903x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent5,1
13,1719506874933,27/06/2024 16:47:54,1719506875538,1,27/06/2024 17:47:55,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1903x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent6,1
14,1719506874933,27/06/2024 16:47:54,1719506875538,1,27/06/2024 17:47:55,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1903x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent7,1
15,1719506874933,27/06/2024 16:47:54,1719506875538,1,27/06/2024 17:47:55,161157,9,questionnaire-i1ko,,38548216,BLIND,11326191,,complete,,667d979b638e762001d8129b,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1925x952,1903x951,,,,Consent from the previous project,2,752ms,,,,audio,,No,END QUESTIONNAIRE,18676
1,1719506861152,27/06/2024 16:47:41,1719506860125,1,27/06/2024 17:47:40,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,BEGIN QUESTIONNAIRE,
2,1719506930654,27/06/2024 16:48:50,1719506929685,1,27/06/2024 17:48:49,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,birth.date-day,14
3,1719506930702,27/06/2024 16:48:50,1719506929686,1,27/06/2024 17:48:49,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,birth.date-month,1
4,1719506930702,27/06/2024 16:48:50,1719506929686,1,27/06/2024 17:48:49,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,birth.date-year,32
5,1719506930702,27/06/2024 16:48:50,1719506929686,1,27/06/2024 17:48:49,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,sex,Female
6,1719506930702,27/06/2024 16:48:50,1719506929687,1,27/06/2024 17:48:49,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,sex-quantised,2
7,1719506930702,27/06/2024 16:48:50,1719506929687,1,27/06/2024 17:48:49,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,sex-text,
8,1719506930702,27/06/2024 16:48:50,1719506929687,1,27/06/2024 17:48:49,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,Consent1,1
9,1719506930702,27/06/2024 16:48:50,1719506929687,1,27/06/2024 17:48:49,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,Consent2,1
10,1719506930702,27/06/2024 16:48:50,1719506929687,1,27/06/2024 17:48:49,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,Consent3,1
11,1719506930702,27/06/2024 16:48:50,1719506929688,1,27/06/2024 17:48:49,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,Consent4,1
12,1719506930702,27/06/2024 16:48:50,1719506929688,1,27/06/2024 17:48:49,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,Consent5,1
13,1719506930702,27/06/2024 16:48:50,1719506929688,1,27/06/2024 17:48:49,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,Consent6,1
14,1719506930702,27/06/2024 16:48:50,1719506929688,1,27/06/2024 17:48:49,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,Consent7,1
15,1719506930702,27/06/2024 16:48:50,1719506929688,1,27/06/2024 17:48:49,161157,9,questionnaire-i1ko,,38548220,BLIND,11326193,,complete,,667d97a14a714aab9ebce076,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,,,Consent from the previous project,2,595ms,,,visual,,,No,END QUESTIONNAIRE,69563
1,1719506863536,27/06/2024 16:47:43,1719506864735,1,27/06/2024 17:47:44,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,BEGIN QUESTIONNAIRE,
2,1719506898087,27/06/2024 16:48:18,1719506899345,1,27/06/2024 17:48:19,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1519x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-day,7
3,1719506898145,27/06/2024 16:48:18,1719506899346,1,27/06/2024 17:48:19,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1519x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-month,7
4,1719506898145,27/06/2024 16:48:18,1719506899347,1,27/06/2024 17:48:19,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1519x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-year,49
5,1719506898145,27/06/2024 16:48:18,1719506899347,1,27/06/2024 17:48:19,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1519x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex,Male
6,1719506898145,27/06/2024 16:48:18,1719506899347,1,27/06/2024 17:48:19,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1519x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-quantised,1
7,1719506898145,27/06/2024 16:48:18,1719506899347,1,27/06/2024 17:48:19,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1519x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-text,
8,1719506898145,27/06/2024 16:48:18,1719506899347,1,27/06/2024 17:48:19,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1519x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent1,1
9,1719506898145,27/06/2024 16:48:18,1719506899347,1,27/06/2024 17:48:19,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1519x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent2,1
10,1719506898145,27/06/2024 16:48:18,1719506899348,1,27/06/2024 17:48:19,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1519x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent3,1
11,1719506898145,27/06/2024 16:48:18,1719506899348,1,27/06/2024 17:48:19,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1519x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent4,1
12,1719506898145,27/06/2024 16:48:18,1719506899348,1,27/06/2024 17:48:19,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1519x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent5,1
13,1719506898145,27/06/2024 16:48:18,1719506899348,1,27/06/2024 17:48:19,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1519x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent6,1
14,1719506898145,27/06/2024 16:48:18,1719506899349,1,27/06/2024 17:48:19,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1519x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent7,1
15,1719506898145,27/06/2024 16:48:18,1719506899349,1,27/06/2024 17:48:19,161157,9,questionnaire-i1ko,,38548222,BLIND,11326194,,complete,,667d9789500d16450de82cd5,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1519x695,,,,Consent from the previous project,2,752ms,,,,audio,,No,END QUESTIONNAIRE,34615
1,1719506880353,27/06/2024 16:48:00,1719506879589,1,27/06/2024 17:47:59,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2560x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,BEGIN QUESTIONNAIRE,
2,1719506909422,27/06/2024 16:48:29,1719506908701,1,27/06/2024 17:48:28,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2543x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,birth.date-day,0
3,1719506909491,27/06/2024 16:48:29,1719506908701,1,27/06/2024 17:48:28,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2543x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,birth.date-month,7
4,1719506909491,27/06/2024 16:48:29,1719506908702,1,27/06/2024 17:48:28,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2543x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,birth.date-year,25
5,1719506909491,27/06/2024 16:48:29,1719506908702,1,27/06/2024 17:48:28,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2543x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,sex,Male
6,1719506909491,27/06/2024 16:48:29,1719506908702,1,27/06/2024 17:48:28,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2543x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,sex-quantised,1
7,1719506909491,27/06/2024 16:48:29,1719506908702,1,27/06/2024 17:48:28,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2543x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,sex-text,
8,1719506909491,27/06/2024 16:48:29,1719506908702,1,27/06/2024 17:48:28,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2543x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,Consent1,1
9,1719506909491,27/06/2024 16:48:29,1719506908702,1,27/06/2024 17:48:28,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2543x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,Consent2,1
10,1719506909491,27/06/2024 16:48:29,1719506908702,1,27/06/2024 17:48:28,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2543x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,Consent3,1
11,1719506909491,27/06/2024 16:48:29,1719506908702,1,27/06/2024 17:48:28,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2543x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,Consent4,1
12,1719506909491,27/06/2024 16:48:29,1719506908702,1,27/06/2024 17:48:28,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2543x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,Consent5,1
13,1719506909491,27/06/2024 16:48:29,1719506908702,1,27/06/2024 17:48:28,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2543x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,Consent6,1
14,1719506909491,27/06/2024 16:48:29,1719506908702,1,27/06/2024 17:48:28,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2543x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,Consent7,1
15,1719506909491,27/06/2024 16:48:29,1719506908702,1,27/06/2024 17:48:28,161157,9,questionnaire-i1ko,,38548233,BLIND,11326198,,complete,,667d96e263132a824a47d976,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2543x1271,,,,Consent from the previous project,2,909ms,,,,,visual,No,END QUESTIONNAIRE,29113
